料号	品牌	型号	官网地址	三维模型搜索	图像搜索
UC3050050054	大族	EP-15-THD-M（大族软件修改-增加通讯）		https://www.bing.com/search?q=%E5%A4%A7%E6%97%8F%20EP-15-THD-M%EF%BC%88%E5%A4%A7%E6%97%8F%E8%BD%AF%E4%BB%B6%E4%BF%AE%E6%94%B9-%E5%A2%9E%E5%8A%A0%E9%80%9A%E8%AE%AF%EF%BC%89%203D%20model	https://www.bing.com/images/search?q=%E5%A4%A7%E6%97%8F%20EP-15-THD-M%EF%BC%88%E5%A4%A7%E6%97%8F%E8%BD%AF%E4%BB%B6%E4%BF%AE%E6%94%B9-%E5%A2%9E%E5%8A%A0%E9%80%9A%E8%AE%AF%EF%BC%89
UC3050050055	阿卡通	I350T2-X4		https://www.bing.com/search?q=%E9%98%BF%E5%8D%A1%E9%80%9A%20I350T2-X4%203D%20model	https://www.bing.com/images/search?q=%E9%98%BF%E5%8D%A1%E9%80%9A%20I350T2-X4
UC3050050056	綠聯	40254		https://www.bing.com/search?q=%E7%B6%A0%E8%81%AF%2040254%203D%20model	https://www.bing.com/images/search?q=%E7%B6%A0%E8%81%AF%2040254
UC3050050057	屏通	PE40-U0060-0000		https://www.bing.com/search?q=%E5%B1%8F%E9%80%9A%20PE40-U0060-0000%203D%20model	https://www.bing.com/images/search?q=%E5%B1%8F%E9%80%9A%20PE40-U0060-0000
UC3050050058	致正	致正19寸触摸屏		https://www.bing.com/search?q=%E8%87%B4%E6%AD%A3%20%E8%87%B4%E6%AD%A319%E5%AF%B8%E8%A7%A6%E6%91%B8%E5%B1%8F%203D%20model	https://www.bing.com/images/search?q=%E8%87%B4%E6%AD%A3%20%E8%87%B4%E6%AD%A319%E5%AF%B8%E8%A7%A6%E6%91%B8%E5%B1%8F
UC3050050059	綠聯	20482		https://www.bing.com/search?q=%E7%B6%A0%E8%81%AF%2020482%203D%20model	https://www.bing.com/images/search?q=%E7%B6%A0%E8%81%AF%2020482
UC3050050060	華碩	VP229Q		https://www.bing.com/search?q=%E8%8F%AF%E7%A2%A9%20VP229Q%203D%20model	https://www.bing.com/images/search?q=%E8%8F%AF%E7%A2%A9%20VP229Q
UC3050050061	羅技	K360R		https://www.bing.com/search?q=%E7%BE%85%E6%8A%80%20K360R%203D%20model	https://www.bing.com/images/search?q=%E7%BE%85%E6%8A%80%20K360R
UC3050050062	羅技	M350		https://www.bing.com/search?q=%E7%BE%85%E6%8A%80%20M350%203D%20model	https://www.bing.com/images/search?q=%E7%BE%85%E6%8A%80%20M350
UC3050050063	無	DB9MaletoDP9Male-3M		https://www.bing.com/search?q=%E7%84%A1%20DB9MaletoDP9Male-3M%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20DB9MaletoDP9Male-3M
UC3050050064	無	USB信號放大延長線3.0A-5m-A305		https://www.bing.com/search?q=%E7%84%A1%20USB%E4%BF%A1%E8%99%9F%E6%94%BE%E5%A4%A7%E5%BB%B6%E9%95%B7%E7%B7%9A3.0A-5m-A305%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20USB%E4%BF%A1%E8%99%9F%E6%94%BE%E5%A4%A7%E5%BB%B6%E9%95%B7%E7%B7%9A3.0A-5m-A305
UC3050050065	健昇	51EMD9216ND		https://www.bing.com/search?q=%E5%81%A5%E6%98%87%2051EMD9216ND%203D%20model	https://www.bing.com/images/search?q=%E5%81%A5%E6%98%87%2051EMD9216ND
UC3050050066	泰裕	200萬畫素.1920*1080.支援WINDOWN10.接口USB2.0		https://www.bing.com/search?q=%E6%B3%B0%E8%A3%95%20200%E8%90%AC%E7%95%AB%E7%B4%A0.1920%2A1080.%E6%94%AF%E6%8F%B4WINDOWN10.%E6%8E%A5%E5%8F%A3USB2.0%203D%20model	https://www.bing.com/images/search?q=%E6%B3%B0%E8%A3%95%20200%E8%90%AC%E7%95%AB%E7%B4%A0.1920%2A1080.%E6%94%AF%E6%8F%B4WINDOWN10.%E6%8E%A5%E5%8F%A3USB2.0
UC3050050067	無	200萬畫素.1920*1080.支援WINDOWN10.接口USB2.0		https://www.bing.com/search?q=%E7%84%A1%20200%E8%90%AC%E7%95%AB%E7%B4%A0.1920%2A1080.%E6%94%AF%E6%8F%B4WINDOWN10.%E6%8E%A5%E5%8F%A3USB2.0%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20200%E8%90%AC%E7%95%AB%E7%B4%A0.1920%2A1080.%E6%94%AF%E6%8F%B4WINDOWN10.%E6%8E%A5%E5%8F%A3USB2.0
UC3050050068	綠聯	CM571		https://www.bing.com/search?q=%E7%B6%A0%E8%81%AF%20CM571%203D%20model	https://www.bing.com/images/search?q=%E7%B6%A0%E8%81%AF%20CM571
UC3050050069	海康	MV-GE2204P		https://www.bing.com/search?q=%E6%B5%B7%E5%BA%B7%20MV-GE2204P%203D%20model	https://www.bing.com/images/search?q=%E6%B5%B7%E5%BA%B7%20MV-GE2204P
UC3050050070	台達	ASD-CNSC0050		https://www.bing.com/search?q=%E5%8F%B0%E9%81%94%20ASD-CNSC0050%203D%20model	https://www.bing.com/images/search?q=%E5%8F%B0%E9%81%94%20ASD-CNSC0050
UC3050050071	技嘉	h110m-s2		https://www.bing.com/search?q=%E6%8A%80%E5%98%89%20h110m-s2%203D%20model	https://www.bing.com/images/search?q=%E6%8A%80%E5%98%89%20h110m-s2
UC3050050072	宇宁	YN-4561l		https://www.bing.com/search?q=%E5%AE%87%E5%AE%81%20YN-4561l%203D%20model	https://www.bing.com/images/search?q=%E5%AE%87%E5%AE%81%20YN-4561l
UC3050050073	小米	L75MA-A		https://www.bing.com/search?q=%E5%B0%8F%E7%B1%B3%20L75MA-A%203D%20model	https://www.bing.com/images/search?q=%E5%B0%8F%E7%B1%B3%20L75MA-A
UC3050050074	普聯	TL-SG5428		https://www.bing.com/search?q=%E6%99%AE%E8%81%AF%20TL-SG5428%203D%20model	https://www.bing.com/images/search?q=%E6%99%AE%E8%81%AF%20TL-SG5428
UC3050050075	海康威視	iMVS-VM-6200Pro		https://www.bing.com/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20iMVS-VM-6200Pro%203D%20model	https://www.bing.com/images/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20iMVS-VM-6200Pro
UC3050050076	研華	PCI-1245E-AE		https://www.bing.com/search?q=%E7%A0%94%E8%8F%AF%20PCI-1245E-AE%203D%20model	https://www.bing.com/images/search?q=%E7%A0%94%E8%8F%AF%20PCI-1245E-AE
UC3050050078	海康威視	XS-6288NS-PLUS		https://www.bing.com/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20XS-6288NS-PLUS%203D%20model	https://www.bing.com/images/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20XS-6288NS-PLUS
UC3050050079	创泽科技	KMCZE-I16016,24VDC,RS485（带USB转485）		https://www.bing.com/search?q=%E5%88%9B%E6%B3%BD%E7%A7%91%E6%8A%80%20KMCZE-I16016%2C24VDC%2CRS485%EF%BC%88%E5%B8%A6USB%E8%BD%AC485%EF%BC%89%203D%20model	https://www.bing.com/images/search?q=%E5%88%9B%E6%B3%BD%E7%A7%91%E6%8A%80%20KMCZE-I16016%2C24VDC%2CRS485%EF%BC%88%E5%B8%A6USB%E8%BD%AC485%EF%BC%89
UC3050050080	海康威視	IMVS-VM-7200PRO		https://www.bing.com/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20IMVS-VM-7200PRO%203D%20model	https://www.bing.com/images/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20IMVS-VM-7200PRO
UC3050050086	海康威視	MV-GC1002-V2		https://www.bing.com/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20MV-GC1002-V2%203D%20model	https://www.bing.com/images/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20MV-GC1002-V2
UC3050050087	華碩	TUF-RTX3090TI-24G		https://www.bing.com/search?q=%E8%8F%AF%E7%A2%A9%20TUF-RTX3090TI-24G%203D%20model	https://www.bing.com/images/search?q=%E8%8F%AF%E7%A2%A9%20TUF-RTX3090TI-24G
UC3050050088	華碩	TUF-RTX4090-24G-OC		https://www.bing.com/search?q=%E8%8F%AF%E7%A2%A9%20TUF-RTX4090-24G-OC%203D%20model	https://www.bing.com/images/search?q=%E8%8F%AF%E7%A2%A9%20TUF-RTX4090-24G-OC
UC3050050089	戴爾	E1715S		https://www.bing.com/search?q=%E6%88%B4%E7%88%BE%20E1715S%203D%20model	https://www.bing.com/images/search?q=%E6%88%B4%E7%88%BE%20E1715S
UC3050050090	戴爾	SE2425HM		https://www.bing.com/search?q=%E6%88%B4%E7%88%BE%20SE2425HM%203D%20model	https://www.bing.com/images/search?q=%E6%88%B4%E7%88%BE%20SE2425HM
UC3050050091	無	RTX-4060TI-16G		https://www.bing.com/search?q=%E7%84%A1%20RTX-4060TI-16G%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20RTX-4060TI-16G
UC3050050092	無	RTX-4070TI-12G		https://www.bing.com/search?q=%E7%84%A1%20RTX-4070TI-12G%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20RTX-4070TI-12G
UC3050050093	普聯	SE2106P		https://www.bing.com/search?q=%E6%99%AE%E8%81%AF%20SE2106P%203D%20model	https://www.bing.com/images/search?q=%E6%99%AE%E8%81%AF%20SE2106P
UC3050050094	三星	990-EVO-Plus-高速4.0-2TB		https://www.bing.com/search?q=%E4%B8%89%E6%98%9F%20990-EVO-Plus-%E9%AB%98%E9%80%9F4.0-2TB%203D%20model	https://www.bing.com/images/search?q=%E4%B8%89%E6%98%9F%20990-EVO-Plus-%E9%AB%98%E9%80%9F4.0-2TB
UC3050050095	小米	RedmiG27Q2025		https://www.bing.com/search?q=%E5%B0%8F%E7%B1%B3%20RedmiG27Q2025%203D%20model	https://www.bing.com/images/search?q=%E5%B0%8F%E7%B1%B3%20RedmiG27Q2025
UC3050050096	深圳市貝福科技	IBF677-485-WiFi-N		https://www.bing.com/search?q=%E6%B7%B1%E5%9C%B3%E5%B8%82%E8%B2%9D%E7%A6%8F%E7%A7%91%E6%8A%80%20IBF677-485-WiFi-N%203D%20model	https://www.bing.com/images/search?q=%E6%B7%B1%E5%9C%B3%E5%B8%82%E8%B2%9D%E7%A6%8F%E7%A7%91%E6%8A%80%20IBF677-485-WiFi-N
UC3050050097	匯川	IRCB501-2ENID-BD		https://www.bing.com/search?q=%E5%8C%AF%E5%B7%9D%20IRCB501-2ENID-BD%203D%20model	https://www.bing.com/images/search?q=%E5%8C%AF%E5%B7%9D%20IRCB501-2ENID-BD
UC3050050098	宇泰	UT-794i		https://www.bing.com/search?q=%E5%AE%87%E6%B3%B0%20UT-794i%203D%20model	https://www.bing.com/images/search?q=%E5%AE%87%E6%B3%B0%20UT-794i
UC3050050099	羅技	K400plus		https://www.bing.com/search?q=%E7%BE%85%E6%8A%80%20K400plus%203D%20model	https://www.bing.com/images/search?q=%E7%BE%85%E6%8A%80%20K400plus
UC3050050100	樂擴	IO-PCE8126-GLAN		https://www.bing.com/search?q=%E6%A8%82%E6%93%B4%20IO-PCE8126-GLAN%203D%20model	https://www.bing.com/images/search?q=%E6%A8%82%E6%93%B4%20IO-PCE8126-GLAN
UC3050050101	红米	红米A75		https://www.bing.com/search?q=%E7%BA%A2%E7%B1%B3%20%E7%BA%A2%E7%B1%B3A75%203D%20model	https://www.bing.com/images/search?q=%E7%BA%A2%E7%B1%B3%20%E7%BA%A2%E7%B1%B3A75
UC3050060002				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060003				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060004				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060005				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060006				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060007				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060008				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060009				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050060010	無	15*10.5*1.8MM 3V背光板		https://www.bing.com/search?q=%E7%84%A1%2015%2A10.5%2A1.8MM%203V%E8%83%8C%E5%85%89%E6%9D%BF%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%2015%2A10.5%2A1.8MM%203V%E8%83%8C%E5%85%89%E6%9D%BF
UC3050060016	淘寶	金屬方壳730mm-220VAC-24W		https://www.bing.com/search?q=%E6%B7%98%E5%AF%B6%20%E9%87%91%E5%B1%AC%E6%96%B9%E5%A3%B3730mm-220VAC-24W%203D%20model	https://www.bing.com/images/search?q=%E6%B7%98%E5%AF%B6%20%E9%87%91%E5%B1%AC%E6%96%B9%E5%A3%B3730mm-220VAC-24W
UC3050060017	上海邊光	Edgelux-A2		https://www.bing.com/search?q=%E4%B8%8A%E6%B5%B7%E9%82%8A%E5%85%89%20Edgelux-A2%203D%20model	https://www.bing.com/images/search?q=%E4%B8%8A%E6%B5%B7%E9%82%8A%E5%85%89%20Edgelux-A2
UC3050060021	無	TZ-D-8MM		https://www.bing.com/search?q=%E7%84%A1%20TZ-D-8MM%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20TZ-D-8MM
UC3050060022	鷹視科技（淘寶）	L600-30-18		https://www.bing.com/search?q=%E9%B7%B9%E8%A6%96%E7%A7%91%E6%8A%80%EF%BC%88%E6%B7%98%E5%AF%B6%EF%BC%89%20L600-30-18%203D%20model	https://www.bing.com/images/search?q=%E9%B7%B9%E8%A6%96%E7%A7%91%E6%8A%80%EF%BC%88%E6%B7%98%E5%AF%B6%EF%BC%89%20L600-30-18
UC3050060026	鳳凰	GH-TBL-150-200-W		https://www.bing.com/search?q=%E9%B3%B3%E5%87%B0%20GH-TBL-150-200-W%203D%20model	https://www.bing.com/images/search?q=%E9%B3%B3%E5%87%B0%20GH-TBL-150-200-W
UC3050060027	鳳凰	GH-TSL-373-32-W		https://www.bing.com/search?q=%E9%B3%B3%E5%87%B0%20GH-TSL-373-32-W%203D%20model	https://www.bing.com/images/search?q=%E9%B3%B3%E5%87%B0%20GH-TSL-373-32-W
UC3050060029	海康威視	TBL-36-78-W		https://www.bing.com/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20TBL-36-78-W%203D%20model	https://www.bing.com/images/search?q=%E6%B5%B7%E5%BA%B7%E5%A8%81%E8%A6%96%20TBL-36-78-W
UC3050060030	滄瀚	FL-R-10045B		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-R-10045B%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-R-10045B
UC3050060031	陸華	GH-TSL-177-22-W		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-TSL-177-22-W%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-TSL-177-22-W
UC3050060032	陸華	GH-KBL-225-225-W		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-KBL-225-225-W%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-KBL-225-225-W
UC3050060033	滄瀚	FL-B-150*30W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-B-150%2A30W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-B-150%2A30W
UC3050060034	滄瀚	FL-COX2-70W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-COX2-70W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-COX2-70W
UC3050060035	陸華	GH-DSL-144-32-R		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-DSL-144-32-R%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-DSL-144-32-R
UC3050060036	鷹視科技（淘寶）	L280-15-12		https://www.bing.com/search?q=%E9%B7%B9%E8%A6%96%E7%A7%91%E6%8A%80%EF%BC%88%E6%B7%98%E5%AF%B6%EF%BC%89%20L280-15-12%203D%20model	https://www.bing.com/images/search?q=%E9%B7%B9%E8%A6%96%E7%A7%91%E6%8A%80%EF%BC%88%E6%B7%98%E5%AF%B6%EF%BC%89%20L280-15-12
UC3050060037	滄瀚	FL-B-600*30W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-B-600%2A30W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-B-600%2A30W
UC3050060038	陸華	GH-HDM-115-W		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-HDM-115-W%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-HDM-115-W
UC3050060039	陸華	SKBL-480-480-W6X40含延長線		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20SKBL-480-480-W6X40%E5%90%AB%E5%BB%B6%E9%95%B7%E7%B7%9A%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20SKBL-480-480-W6X40%E5%90%AB%E5%BB%B6%E9%95%B7%E7%B7%9A
UC3050060040	陸華	GH-DRL-100-60-W		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-DRL-100-60-W%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-DRL-100-60-W
UC3050060041	滄瀚	FL-R-9260B		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-R-9260B%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-R-9260B
UC3050060042	滄瀚	FL-B-700X30W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-B-700X30W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-B-700X30W
UC3050060043	幕藤光	ML-R4225-R		https://www.bing.com/search?q=%E5%B9%95%E8%97%A4%E5%85%89%20ML-R4225-R%203D%20model	https://www.bing.com/images/search?q=%E5%B9%95%E8%97%A4%E5%85%89%20ML-R4225-R
UC3050060044	滄瀚	FL-B-400*30W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-B-400%2A30W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-B-400%2A30W
UC3050060045	滄瀚	FL-DM-212W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-DM-212W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-DM-212W
UC3050060046	滄瀚	FL-R-18090W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-R-18090W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-R-18090W
UC3050060047	滄瀚光源	FL-R-7075W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%E5%85%89%E6%BA%90%20FL-R-7075W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%E5%85%89%E6%BA%90%20FL-R-7075W
UC3050060048	滄瀚光源	FL-DM-100R		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%E5%85%89%E6%BA%90%20FL-DM-100R%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%E5%85%89%E6%BA%90%20FL-DM-100R
UC3050060049	VST	VTWL-EBH2020R45-W	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.steinberg%2Dcn.com%2F&rut=344eda763dab4ea1840cdc05d4a6af4abe20780426d96cb7b73cac83f05f70c8	https://www.bing.com/search?q=VST%20VTWL-EBH2020R45-W%203D%20model	https://www.bing.com/images/search?q=VST%20VTWL-EBH2020R45-W
UC3050060050	滄瀚	FL-SLGO-250*200W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-SLGO-250%2A200W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-SLGO-250%2A200W
UC3050060051	滄翰	FL-COX2-70B		https://www.bing.com/search?q=%E6%BB%84%E7%BF%B0%20FL-COX2-70B%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%BF%B0%20FL-COX2-70B
UC3050060052	滄瀚	FL-AOI-212RGBW		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-AOI-212RGBW%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-AOI-212RGBW
UC3050060053	滄瀚	FL-R-12090W		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-R-12090W%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-R-12090W
UC3050060054	無	SKBL-480-480-RGB6X40		https://www.bing.com/search?q=%E7%84%A1%20SKBL-480-480-RGB6X40%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20SKBL-480-480-RGB6X40
UC3050060055	陸華	DRL-85-30		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20DRL-85-30%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20DRL-85-30
UC3050060056	陸華	MSL-134-134		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20MSL-134-134%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20MSL-134-134
UC3050060057	無	GH-DSL-308-32-W		https://www.bing.com/search?q=%E7%84%A1%20GH-DSL-308-32-W%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20GH-DSL-308-32-W
UC3050060058	無	GH-DSL-406-32-W		https://www.bing.com/search?q=%E7%84%A1%20GH-DSL-406-32-W%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20GH-DSL-406-32-W
UC3050060059	無	GH-KCBL-400-500-W		https://www.bing.com/search?q=%E7%84%A1%20GH-KCBL-400-500-W%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20GH-KCBL-400-500-W
UC3050060060	創視	HDD-SD9090-WZT		https://www.bing.com/search?q=%E5%89%B5%E8%A6%96%20HDD-SD9090-WZT%203D%20model	https://www.bing.com/images/search?q=%E5%89%B5%E8%A6%96%20HDD-SD9090-WZT
UC3050060061	陸華	DRL-85-30		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20DRL-85-30%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20DRL-85-30
UC3050060062	滄翰	FL-R-12090R		https://www.bing.com/search?q=%E6%BB%84%E7%BF%B0%20FL-R-12090R%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%BF%B0%20FL-R-12090R
UC3050060063	陸華	DRL-85-30		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20DRL-85-30%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20DRL-85-30
UC3050060064	滄瀚	FL-COX2-70R		https://www.bing.com/search?q=%E6%BB%84%E7%80%9A%20FL-COX2-70R%203D%20model	https://www.bing.com/images/search?q=%E6%BB%84%E7%80%9A%20FL-COX2-70R
UC3050060065	陸華	GH-DRL-75-90-B		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-DRL-75-90-B%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-DRL-75-90-B
UC3050060066	陸華	DRL-100-60-R		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20DRL-100-60-R%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20DRL-100-60-R
UC3050060068	創視	CSM-18050S12		https://www.bing.com/search?q=%E5%89%B5%E8%A6%96%20CSM-18050S12%203D%20model	https://www.bing.com/images/search?q=%E5%89%B5%E8%A6%96%20CSM-18050S12
UC3050060069	陸華	GH-KBL-210-230-R		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-KBL-210-230-R%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-KBL-210-230-R
UC3050060071	陸華	GH-TBL-60-60-W		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-TBL-60-60-W%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-TBL-60-60-W
UC3050060074	春暉	導光纜F200		https://www.bing.com/search?q=%E6%98%A5%E6%9A%89%20%E5%B0%8E%E5%85%89%E7%BA%9CF200%203D%20model	https://www.bing.com/images/search?q=%E6%98%A5%E6%9A%89%20%E5%B0%8E%E5%85%89%E7%BA%9CF200
UC3050060079	陸華	GH-SKBL-300-450-W		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-SKBL-300-450-W%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-SKBL-300-450-W
UC3050060080	陸華	DRL-70-0-W-S		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20DRL-70-0-W-S%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20DRL-70-0-W-S
UC3050060081	陸華	GC-LCOL-450-R		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GC-LCOL-450-R%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GC-LCOL-450-R
UC3050060082	陸華	GH-STBL-110-330-W		https://www.bing.com/search?q=%E9%99%B8%E8%8F%AF%20GH-STBL-110-330-W%203D%20model	https://www.bing.com/images/search?q=%E9%99%B8%E8%8F%AF%20GH-STBL-110-330-W
UC3050060084	無	DRL-70-60-W-S		https://www.bing.com/search?q=%E7%84%A1%20DRL-70-60-W-S%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20DRL-70-60-W-S
UC3050070001				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3050070007	無	組裝機		https://www.bing.com/search?q=%E7%84%A1%20%E7%B5%84%E8%A3%9D%E6%A9%9F%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E7%B5%84%E8%A3%9D%E6%A9%9F
UC3050070009	研華	IPC-5120-ASMB-586		https://www.bing.com/search?q=%E7%A0%94%E8%8F%AF%20IPC-5120-ASMB-586%203D%20model	https://www.bing.com/images/search?q=%E7%A0%94%E8%8F%AF%20IPC-5120-ASMB-586
UC3050070010	華微智慧	i3-5005u/8g/128g		https://www.bing.com/search?q=%E8%8F%AF%E5%BE%AE%E6%99%BA%E6%85%A7%20i3-5005u/8g/128g%203D%20model	https://www.bing.com/images/search?q=%E8%8F%AF%E5%BE%AE%E6%99%BA%E6%85%A7%20i3-5005u/8g/128g
UC3050070012	倍控	迷你電腦N100		https://www.bing.com/search?q=%E5%80%8D%E6%8E%A7%20%E8%BF%B7%E4%BD%A0%E9%9B%BB%E8%85%A6N100%203D%20model	https://www.bing.com/images/search?q=%E5%80%8D%E6%8E%A7%20%E8%BF%B7%E4%BD%A0%E9%9B%BB%E8%85%A6N100
UC3050070015	神基科技	F110G7		https://www.bing.com/search?q=%E7%A5%9E%E5%9F%BA%E7%A7%91%E6%8A%80%20F110G7%203D%20model	https://www.bing.com/images/search?q=%E7%A5%9E%E5%9F%BA%E7%A7%91%E6%8A%80%20F110G7
UC3050070016	無	帶顯卡AI主機		https://www.bing.com/search?q=%E7%84%A1%20%E5%B8%B6%E9%A1%AF%E5%8D%A1AI%E4%B8%BB%E6%A9%9F%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E5%B8%B6%E9%A1%AF%E5%8D%A1AI%E4%B8%BB%E6%A9%9F
